cooked_food_id,amount_per_serving,calorie,carbohydrate,sugar,protein,fat,cholesterol,sodium,saturated_fat,trans_fat
4052,400,497,0,51,6,0,0,118,21.7,0
4053,400,227,0,31,7,0,0,78,3.2,0
4054,400,298,0,46,7,0,0,82,3.2,0
4055,400,322,0,53,7,0,0,84,3.2,0
4056,400,535,0,42,8,0,0,208,30.6,0
4057,400,613,0,46,9,0,0,304,32.3,0
4058,400,650,0,64,9,0,0,215,30.6,0
4059,630,188,0,44,0,0,0,8,0,0
4060,400,117,0,27,0,0,0,5,0,0
4061,400,124,0,29,1,0,0,13,0,0
4062,630,199,0,46,1,0,0,19,0,0
4063,400,131,0,30,0,0,0,3,0,0
4064,630,197,0,45,0,0,0,5,0,0
4065,400,134,0,29,0,0,0,2,0,0
4066,630,201,0,44,0,0,0,3,0,0
4067,554,812,0,101,11,0,0,283,17,0
4068,554,890,0,103,13,0,0,206,24,0
4069,190,407,0,45,6,0,0,243,10,0
4070,545,956,0,135,21,0,0,372,5,0
4071,632,632,0,120,9,0,0,116,4,0
4072,403,655,0,63,6,0,0,85,24,0
4073,50,185,0,9,3,0,0,70,5,0
4074,60,170,0,11,3,0,0,37,6,0
4075,55,155,0,10,3,0,0,40,6,0
4076,60,260,0,3,4,0,0,190,5,0
4077,250,682,0,19,18,0,0,1228,13,0
4078,150,395,0,32,4,0,0,105,14,0
4079,55,185,0,9,3,0,0,40,6,0
4080,55,180,0,11,4,0,0,40,5,0
4081,25,135,0,4,2,0,0,30,3,0
4082,100,490,0,11,7,0,0,140,1,0
4083,72,360,0,20,5,0,0,290,11,0
4084,100,557,0,24,9,0,0,240,17,0
4085,80,315,0,24,4,0,0,122,10,0
4086,80,245,0,12,4,0,0,90,12,0
4087,80,272,0,16,6,0,0,246,12,0
4088,37,178,0,13,2,0,0,170,4,0
4089,160,397,0,6,19,0,0,940,5,0
4090,160,395,0,7,21,0,0,770,6,0
4091,68,234,0,13,4,0,0,164,8,0
4092,58,220,0,8,4,0,0,180,9,0
4093,75,256,0,23,4,0,0,170,8,0
4094,229,729,0,27,14,0,0,853,25,0
4095,245,824,0,31,18,0,0,673,25,0
4096,91,397,0,25,4,0,0,314,15,0
4097,73,327,0,21,3,0,0,300,9,0
4098,101,424,0,23,5,0,0,394,15,0
4099,83,353,0,28,3,0,0,300,9,0
4100,170,461,0,7,21,0,0,698,9,0
4101,140,294,0,4,14,0,0,740,5,0
4102,60,240,0,4,4,0,0,190,2,0
4103,60,235,0,10,4,0,0,140,6,0
4104,160,416,0,8,21,0,0,660,8,0
4105,130,370,0,7,18,0,0,410,5,0
4106,99,250,0,5,7,0,0,310,3,0
4107,100,295,0,6,11,0,0,390,1,0
4108,100,280,0,9,7,0,0,420,1,0
4109,100,283,0,9,7,0,0,420,1,0
4110,150,195,0,18,3,0,0,95,4,0
4111,45,140,0,10,2,0,0,105,6,0
4112,45,140,0,12,3,0,0,115,5,0
4113,50,160,0,6,3,0,0,99,7,0
4114,110,432,0,27,7,0,0,472,6,0
4115,110,420,0,32,7,0,0,447,5,0
4116,110,433,0,29,6,0,0,499,5,0
4117,38,185,0,14,2,0,0,175,5,0
4118,38,190,0,13,2,0,0,165,4,0
4119,101,266.1,0,4.1,10.9,0,0,424.4,3.9,0
4120,118,285.9,0,3.2,14,0,0,451.35,4.4,0
4121,160,264.2,0,3.7,10.1,0,0,364.6,4.1,0
4122,193,246.9,0,3.5,10.9,0,0,355.7,3.9,0
4123,160,294.3,0,3,16,0,0,447.2,4.3,0
4124,160,290,0,4.1,9.6,0,0,419.5,3.7,0
4125,187,259.3,0,4.4,14.7,0,0,447.4,3.9,0
4126,182,262.8,0,5.1,11.5,0,0,359.98,4.2,0
4127,140,240.7,0,4.6,10.2,0,0,398.4,2.5,0
4128,102,276.8,0,3.2,13.3,0,0,502.57,6.2,0
4129,204,236,0,6.3,12.1,0,0,354.66,3.5,0
4130,104,246.3,0,4.9,14.5,0,0,431.45,4.1,0
4131,187,276.2,0,5.8,10.7,0,0,305.05,5,0
4132,159,283.3,0,4.5,16,0,0,252.66,5.5,0
4133,101,259.8,0,7.4,11,0,0,336.1,5.5,0
4134,118,265.1,0,6.3,16.1,0,0,406.17,4.8,0
4135,388,160.7,0,2.6,6.9,0,0,281.22,2.5,0
4136,123,235.5,0,1.7,24.7,0,0,302.31,4,0
4137,149,354.5,0,6.1,14.2,0,0,415.98,5.8,0
4138,142,315.1,0,8.7,8.3,0,0,301.13,4.6,0
4139,105,338,0,4,13,0,0,476,5,0
4140,140,450,0,5,18,0,0,634,7,0
4141,126,343,0,5,21,0,0,463,5,0
4142,167,454,0,7,28,0,0,616,7,0
4143,143,387,0,5,19,0,0,564,5,0
4144,190,516,0,7,25,0,0,753,7,0
4145,150,391,0,7,18,0,0,623,7,0
4146,200,522,0,9,24,0,0,831,9,0
4147,155,410,0,8,18,0,0,572,4,0
4148,207,549,0,10,24,0,0,764,5,0
4149,150,389,0,6,22,0,0,615,6,0
4150,200,518,0,8,30,0,0,820,8,0
4151,134,365,0,5,15,0,0,534,5,0
4152,179,489,0,6,19,0,0,714,7,0
4153,145,352,0,2,14,0,0,461,5,0
4154,193,365,0,3,19,0,0,613,7,0
4155,154,489,0,5,22,0,0,543,7,0
4156,205,352,0,7,30,0,0,723,9,0
4157,123,469,0,4,16,0,0,459,6,0
4158,164,408,0,5,22,0,0,648,8,0
4159,129,543,0,5,11,0,0,500,7,0
4160,172,319,0,7,15,0,0,667,9,0
4161,113,426,0,5,17,0,0,463,5,0
4162,151,368,0,6,23,0,0,618,6,0
4163,110,490,0,4,13,0,0,455,5,0
4164,147,297,0,5,17,0,0,608,6,0
4165,132,397,0,5,18,0,0,549,6,0
4166,175,300,0,7,22,0,0,727,9,0
4167,176,401,0,5,24,0,0,812,11,0
4168,225,371,0,7,31,0,0,1040,14,0
4169,139,491,0,6,16,0,0,554,7,0
4170,185,475,0,7,22,0,0,737,9,0
4171,196,533,0,9,23,0,0,820,8,0
4172,262,713,0,13,31,0,0,1097,10,0
4173,168,472,0,5,30,0,0,777,8,0
4174,224,629,0,6,39,0,0,1036,11,0
4175,183,498,0,7,24,0,0,818,10,0
4176,243,661,0,9,32,0,0,1086,13,0
4177,203,564,0,7,28,0,0,917,13,0
4178,260,722,0,9,36,0,0,1175,17,0
4179,188,511,0,7,25,0,0,824,8,0
4180,240,653,0,9,32,0,0,1051,10,0
4181,217,566,0,7,27,0,0,903,12,0
4182,280,730,0,9,35,0,0,1166,15,0
4183,198,465,0,6,29,0,0,826,8,0
4184,254,635,0,8,37,0,0,1059,10,0
4185,225,609,0,12,32,0,0,1032,7,0
4186,290,786,0,15,41,0,0,1330,10,0
4187,204,554,0,10,24,0,0,891,14,0
4188,262,726,0,13,31,0,0,1168,18,0
4189,228,595,0,10,24,0,0,833,8,0
4190,294,767,0,12,31,0,0,1075,11,0
4191,230,612,0,15,24,0,0,883,10,0
4192,296,787,0,20,31,0,0,1137,12,0
4193,202,510,0,8,20,0,0,828,8,0
4194,270,682,0,10,26,0,0,1107,11,0
4195,200,224,0,1,44,0,0,338,1,0
4196,212,255,0,10,20,0,0,503,1,0
4197,200,386,0,5,48,0,0,1363,3,0
4198,200,435,0,4,47,0,0,1457,6,0
4199,108,207.8,0,4.1,5.4,0,0,475.2,21,0
4200,162,311.7,0,6.2,8.2,0,0,713,31.6,0
4201,100,190.2,0,3.5,5.6,0,0,483.4,22.2,0
4202,150,285.2,0,5.2,8.3,0,0,725.1,33.3,0
4203,101,213.2,0,1,5.8,0,0,563.5,22.2,0
4204,151,319.8,0,1.5,8.7,0,0,845.2,33.3,0
4205,100,231.7,0,1.9,6.7,0,0,571.3,23,0
4206,151,347.5,0,2.8,10,0,0,856.9,34.4,0
4207,119,271.3,0,5.6,6,0,0,542.2,24.1,0
4208,179,406.9,0,8.3,9,0,0,813.3,36.1,0
4209,117,229,0,6.8,5.6,0,0,504.9,23.9,0
4210,175,343.5,0,10.2,8.4,0,0,757.3,35.9,0
4211,121,236,0,3.9,6.5,0,0,754.3,23.4,0
4212,182,354,0,5.9,9.7,0,0,1131.4,35.1,0
4213,110,222.2,0,4.1,8.8,0,0,588,23.4,0
4214,164,333.3,0,6.2,13.1,0,0,882,35.2,0
4215,109,198.6,0,3.7,8.1,0,0,608,23,0
4216,164,297.9,0,5.6,12,0,0,912,34.5,0
4217,102,192,0,2.2,5.5,0,0,525.5,23.7,0
4218,154,288,0,3.2,8.1,0,0,788.2,35.5,0
4219,91,178.2,0,2.3,5.8,0,0,502,23.7,0
4220,137,267.3,0,3.4,8.6,0,0,753,35.5,0
4221,92,188.5,0,1,7.2,0,0,543.5,17.2,0
4222,138,282.8,0,1.5,10.8,0,0,815.2,25.7,0
4223,90,170,0,1.9,5.8,0,0,509.4,23,0
4224,135,255.1,0,2.9,8.8,0,0,764.1,34.4,0
4225,82,171.9,0,1.2,5.7,0,0,493.5,22.4,0
4226,122,258,0,1.9,8.5,0,0,740.3,33.5,0
4227,95,188.1,0,2.7,8.2,0,0,534.1,23.3,0
4228,142,282.1,0,4.1,12.3,0,0,801.1,34.9,0
4229,100,192.5,0,3,6.7,0,0,567.5,23.5,0
4230,150,288.8,0,4.5,10.1,0,0,851.3,35.1,0
4231,104,196.3,0,3.6,8,0,0,607.1,23.7,0
4232,156,294.5,0,5.4,11.9,0,0,910.7,35.4,0
4233,78,133.3,0,0.9,3.7,0,0,439.9,22.7,0
4234,116,228.7,0,1.6,6.6,0,0,659.8,34,0
4235,85,149.9,0,0.8,5.3,0,0,481.4,16.3,0
4236,128,253.6,0,1.4,9,0,0,722,24.4,0
4237,83,124.1,0,0.8,2.8,0,0,398.2,22.3,0
4238,125,214.8,0,1.4,5.3,0,0,597.2,33.4,0
4239,209,411.6,0,2.9,11.8,0,0,1187.7,61.2,0
4240,100,191.7,0,5.4,5.6,0,0,379.6,16.5,0
4241,100,183.2,0,0.2,3.2,0,0,692.2,27.8,0
4242,100,217.6,0,2.2,6.5,0,0,480.5,20.6,0
4243,100,198.9,0,1.8,8.9,0,0,483.6,17.3,0
4244,100,200.1,0,4.1,5.5,0,0,573.3,18.1,0
4245,100,171,0,0.3,2.51,0,0,417,2.08,0
4246,100,410.3,0,0.1,18.4,0,0,1417.1,9.9,0
4247,100,180,0,1,17,0,0,200,3.3,0
4248,100,204,0,0,22.1,0,0,703,0,0
4249,100,288,0,0,17.7,0,0,758,0,0
4250,30,31.8,0,0,0.18,0,0,200,0,0
4251,30,96,0,0,5.49,0,0,340.2,0,0
4252,4,1.12,0,0,0.03,0,0,25.2,0,0
4253,100,282.5,0,0.1,10.6,0,0,420.3,18.7,0
4254,26,49.6,0,0.1,5.6,0,0,53.7,0.3,0
4255,48,95.8,0,0.8,1.1,0,0,268.7,16.7,0
4256,30,65,0,1,4,0,0,220,2.1,0
4257,60,22,0,0,1,0,0,0,0,0
4258,420,14,0,0,0,0,0,4,0,0
4259,625,13,0,0,0,0,0,4,0,0
4260,375,410,0,46,3,0,0,39,0,0
4261,625,393,0,42,2,0,0,39,0,0
4262,225,240,0,33,8,0,0,70,0,0
4263,400,285,0,32,9,0,0,84,0,0
4264,300,253,0,9,8,0,0,69,0,0
4265,625,198,0,10,10,0,0,81,0,0
4266,425,349,0,13,5,0,0,68,0,0
4267,325,351,0,35,9,0,0,136,0,0
4268,600,433,0,38,9,0,0,144,0,0
4269,350,319,0,32,13,0,0,144,0,0
4270,625,365,0,36,13,0,0,146,0,0
4271,350,354,0,40,8,0,0,137,0,0
4272,625,382,0,43,9,0,0,148,0,0
4273,325,440,0,41,8,0,0,103,0,0
4274,625,612,0,49,10,0,0,119,0,0
4275,325,342,0,45,9,0,0,108,0,0
4276,625,389,0,56,10,0,0,126,0,0
4277,325,351,0,51,10,0,0,78,0,0
4278,550,327,0,33,9,0,0,65,0,0
4279,325,413,0,58,11,0,0,187,0,0
4280,700,498,0,43,13,0,0,210,0,0
4281,350,411,0,19,8,0,0,174,0,0
4282,650,469,0,16,8,0,0,197,0,0
4283,375,313,0,35,9,0,0,70,0,0
4284,625,353,0,37,9,0,0,77,0,0
4285,400,282,0,11,5,0,0,64,0,0
4286,375,365,0,5,3,0,0,36,8,0
4287,300,244,0,57,0,0,0,71,0,0
4288,400,272,0,66,0,0,0,60,0,0
4289,625,246,0,60,0,0,0,55,0,0
4290,400,281,0,66,1,0,0,15,0,0
4291,550,220,0,52,0,0,0,6,0,0
4292,600,234,0,56,0,0,0,8,0,0
4293,600,215,0,50,1,0,0,81,0,0
4294,625,258,0,61,1,0,0,16,0,0
4295,625,192,0,32,1,0,0,5,0,0
4296,625,241,0,37,2,0,0,7,0,0
4297,600,494,0,94,7,0,0,77,0,0
4298,625,448,0,45,8,0,0,109,0,0
4299,225,333,0,20,4,0,0,70,0,0
4300,188,386,0,8,9,0,0,498,0,0
4301,192,500,0,1,19,0,0,679,0,0
4302,188,493,0,7,14,0,0,601,0,0
4303,625,502,0,53,7,0,0,114,0,0
4304,765,709,0,66,9,0,0,158,0,0
4305,625,577,0,34,10,0,0,105,0,0
4306,765,784,0,47,12,0,0,148,0,0
4307,625,535,0,12,8,0,0,329,0,0
4308,765,742,0,24,10,0,0,373,0,0
4309,625,487,0,32,9,0,0,120,0,0
4310,765,694,0,45,12,0,0,163,0,0
4311,625,593,0,72,9,0,0,103,0,0
4312,765,800,0,85,12,0,0,147,0,0
4313,625,602,0,28,12,0,0,244,0,0
4314,965,809,0,40,15,0,0,287,0,0
4315,355,323,78,0,0,0,0,12,0,0
4316,355,5,1,0,0,0,0,15,0,0
4317,355,5,1,0,0,0,0,15,0,0
4318,355,5,1,0,0,0,0,15,0,0
4319,355,5,1,0,0,0,0,15,0,0
4320,355,5,1,0,0,0,0,15,0,0
4321,355,5,1,0,0,0,0,15,0,0
4322,355,5,1,0,0,0,0,15,0,0
4323,355,5,1,0,0,0,0,15,0,0
4324,355,5,1,0,0,0,0,15,0,0
4325,355,5,1,0,0,0,0,15,0,0
4326,355,5,1,0,0,0,0,15,0,0
4327,355,5,1,0,0,0,0,15,0,0
4328,355,200,34,0,0,0,0,200,4,0
4329,355,200,34,0,0,0,0,200,4,0
4330,355,190,35,0,0,0,0,230,3,0
4331,355,290,46,0,0,0,0,380,4,0
4332,355,180,30,0,0,0,0,200,3,0
4333,355,180,30,0,0,0,0,200,3,0
4334,355,170,31,0,0,0,0,220,2,0
4335,355,100,9,0,0,0,0,85,3,0
4336,355,5,1,0,0,0,0,10,0,0
4337,355,206,24,0,0,0,0,80,7,0
4338,355,255,36,0,0,0,0,190,2.5,0
4339,355,105,9,0,0,0,0,90,3,0
4340,355,5,0,0,0,0,0,0,0,0
4341,355,100,31,0,0,0,0,85,3,0
4342,355,5,1,0,0,0,0,10,0,0
4343,355,220,18,0,0,0,0,200,7,0
4344,355,211,24,0,0,0,0,80,7,0
4345,355,280,46,0,0,0,0,330,4,0
4346,355,280,45,0,0,0,0,320,0,0
4347,355,270,46,0,0,0,0,350,3,0
4348,355,210,18,0,0,0,0,180,7,0
4349,355,130,11,0,0,0,0,115,4,0
4350,355,0,0,0,0,0,0,20,0,0
4351,355,150,2,0,0,0,0,125,5,0
4352,355,320,47,0,0,0,0,260,9,0
4353,355,130,2,0,0,0,0,120,4,0
4354,355,370,6,0,0,0,0,330,7,0
4355,355,350,51,0,0,0,0,190,14,0
4356,355,270,51,0,0,0,0,330,4.5,0
4357,355,280,45,0,0,0,0,320,5,0
4358,355,370,67,0,0,0,0,330,6,0
4359,355,370,67,0,0,0,0,330,6,0
4360,355,408,52,0,0,0,0,72,0,0
4361,355,323,78,0,0,0,0,12,0,0
4362,355,214,53,0,0,0,0,50,0,0
4363,355,226,61,0,0,0,0,60,0,0
4364,355,310,45,0,0,0,0,390,6,0
4365,355,310,53,0,0,0,0,320,6,0
4366,355,300,55,0,0,0,0,370,4.5,0
4367,355,5,0,0,0,0,0,5,0,0
4368,355,5,1,0,0,0,0,10,0,0
4369,355,100,31,0,0,0,0,85,3,0
4370,355,95,23,0,0,0,0,5,0,0
4371,355,88,21,0,0,0,0,0,0,0
4372,355,81,19,0,0,0,0,5,0,0
4373,355,95,23,0,0,0,0,5,0,0
4374,355,65,15,0,0,0,0,60,0,0
4375,355,90,23,0,0,0,0,35,0,0
4376,355,80,20,0,0,0,0,45,0,0
4377,355,85,22,0,0,0,0,0,0,0
4378,355,100,25,0,0,0,0,25,0,0
4379,355,100,25,0,0,0,0,50,0,0
4380,355,230,77,0,0,0,0,154,0.9,0
4381,355,207,52,0,0,0,0,72,0,0
4382,355,210,33,0,0,0,0,260,6,0
4383,355,280,48,0,0,0,0,370,3,0
4384,355,290,47,0,0,0,0,340,4,0
4385,95,399,34,11,5,27,0,280,19,0.6
4386,110,485,67,24,7,21,0,490,13,0.07
4387,138,557,20,0,0,0,0,10,15,0
4388,138,557,61,34,9,33,0,270,16,0.86
4389,1400,388,45,3.2,18,15,0,748,9,0.13
4390,128,525,68,32,9,29,0,309,18,1
4391,120,315,63,8,12,1.6,0,398,0.4,0
4392,120,389,47,9,12,17,0,206,6,0
4393,120,321,63,11,13,2,0,274,2,0
4394,100,191,21,2,11,7,0,526,2.1,0
4395,100,186,22,1,11,6,0,536,2.7,0
4396,110,390,34,22,5,26,0,250,11,0
4397,120,341,23,16,6,25,0,200,16,0
4398,205,907,69,58,16,63,0,130,33,0
4399,160,541,59,8,11,29,0,70,16,0.06
4400,110,409,28,23,9,29,0,260,18,1.44
4401,120,448,34,22,6,32,0,110,21,0.49
4402,85,258,27,14,6,14,0,180,9,0.4
4403,160,467,39,28,6,31,0,170,20,0
4404,300,948,86,52,16,60,0,360,43,0.99
4405,210,700,66,45,10,44,0,260,20,0.59
4406,100,287.96,25.14,12.35,7.88,17.32,0,77.39,6.14,0.06
4407,100,304.87,24.25,13.67,7.8,19.63,0,89.23,5.51,0.08
4408,140,400,39,6,16,20,0,980,6,0
4409,180,365,37,7,16,17,0,660,4.4,0
4410,180,365,35,5,18,17,0,760,2.9,0
4411,230,440,48,5,17,20,0,1010,6,0
4412,180,409,44,6,20,17,0,760,3.5,0
4413,240,470,50,16,25,19,0,1310,5,0
4414,170,346,43,2,12,14,0,500,3,0
4415,210,450,65,5,25,10,0,1010,5,0.06
4416,42,193,23,19,3,9.7,0,16.9,3.9,0
4417,42,195,20,18,2.8,11,0,18.8,4.3,0
4418,42,165,24,19,2.2,9.7,0,60,4.8,0
4419,42,165,21.8,18.6,2.4,7.5,0,16.4,2.8,0
4420,45,204,18.7,15.2,3.6,12.8,0,43.6,5.8,0
4421,55,246,21.8,17.6,4.4,15.6,0,26.6,7,0
4422,30,280,38,16,5,12,0,130,7,0
4423,50,230,22,0,0,0,0,110,8,0
4424,55,272,36,0,0,0,0,159,7,0
4425,50,240,29,0,0,0,0,190,6,0
4426,10,50,6,0,0,0,0,25,1,0
4427,15,70,11,7,0.7,2.5,0,25,18,0
4428,230,10,1.4,0,0.5,0,0,30,0,0
4429,430,245,48,108,5,0,0,70,2.5,0
4430,490,159,38,35,2,0,0,10,0,0
4431,282,169,21,12,9,0,0,151,5,0
4432,450,227,30,28,8,0,0,135,5.4,0
4433,340,8,0,0,0,0,0,5,0,0
4434,410,14,2,0,2,0,0,10,0,0
4435,360,6,1,0,0,0,0,15,0,0
4436,300,9,1,0,1,0,0,5,0,0
4437,220,113,9,8,6,0,0,101,4,0
4438,280,152,12,11,8,0,0,137,5,0
4439,280,207,29,28,7,0,0,121,4,0
4440,289,231,31,29,8,0,0,137,5,0
4441,310,334,29,26,8,0,0,135,13,0
4442,533,442,109,98,1,0,0,55,0,0
4443,436,350,62,61,11,0,0,175.8,4,0
4444,502,298,70,70,1,0,0,37.8,0.3,0
4445,465,374,64,40,9,0,0,185,3.6,0
4446,478,371,67,43,8,0,0,155,2.9,0
4447,481,499,76,51,4,0,0,110,7.5,0
4448,501,400,90,90,1,0,0,10,0.8,0
4449,500,353,87,77,0,0,0,15,0.1,0
4450,472,403,85,81,5,0,0,150,2.6,0
4451,520,340,74,67,3,0,0,40,1.1,0
4452,484,334,68,63,4,0,0,90,2.6,0
4453,497,550,85,74,8,0,0,180,10.8,0
4454,545,556,94,39,7,0,0,90,11.3,0
4455,531,668,108,42,10,0,0,190,12.6,0
4456,390,335,47.6,48,9.6,0,0,194.5,7,0
4457,390,330,46.6,47,9.6,0,0,192.1,7,0
4458,464,184,45,39,1,0,0,10,0,0
4459,511,264,65,58,1,0,0,5,0,0
4460,481,201,46,46,1.2,0,0,16.8,0.3,0
4461,400,11,2,0,1,0,0,0,0,0
4462,430,10,2,0,1,0,0,0,0,0
4463,400,10,2,0,1,0,0,0,0,0
4464,430,10,2,0,1,0,0,0,0,0
4465,400,9,2,0,1,0,0,5,0,0
4466,430,9,2,0,1,0,0,5,0,0
4467,400,23,5,0,0,0,0,0,0,0
4468,430,23,5,0,0,0,0,0,0,0
4469,400,11,2,0,0,0,0,5,0,0
4470,430,11,2,0,0,0,0,5,0,0
4471,400,9,0,0,0,0,0,0,0,0
4472,430,9,0,0,0,0,0,0,0,0
4473,330,490,65,52,11.4,0,0,225,15.7,0
4474,388,409,59,46,7.7,0,0,150,12.9,0
4475,330,494,64,53,11.4,0,0,215,16.6,0
4476,388,412,58,47,7.4,0,0,140,13.8,0
4477,430,260,64,60,0,0,0,60,0,0
4478,325,109,27,23,0,0,0,20,0,0
4479,280,93,23,19,0,0,0,0,0,0
4480,471,418,100,37,1,0,0,15,0.3,0
4481,377,246,24,22,9.9,0,0,205,7.3,0
4482,429,175,18,17,6.8,0,0,140,5,0
4483,483,113,27,16,0.6,0,0,30,0,0
4484,483,89,19,16,1,0,0,5,0,0
4485,436,247,62,60,0.2,0,0,20,0.1,0
4486,467,217,54,53,0.1,0,0,0,0,0
4487,383,468,56,48,12,0,0,290,14.3,0
4488,453,396,50,42,8.7,0,0,225,11.8,0
4489,373,351,48,46,11.5,0,0,210,7.5,0
4490,438,227,42,40,8.1,0,0,140,5,0
4491,233,744,76,41,15,0,0,430,10,0
4492,233,706,81,50,14,0,0,260,7,0
4493,223,717,76,41,15,0,0,260,7,0
4494,233,698,76,41,15,0,0,260,6,0
4495,120,300,36,17,3,0,0,107,12,0
4496,130,375,38,17,4,0,0,188,13,0
4497,156,450,45,29,7,0,0,140,17,0
4498,540,389,96,89,2,0,0,75,1.9,0
4499,400,530,110,52,10,0,0,210,4,0
4500,390,385,70,35,5,0,0,125,8,0
4501,530,380,71,67,5,0,0,70,6,0
4502,142,411,38,22,5,0,0,120,19,0
4503,170,325,25,19,15,0,0,390,5,0
4504,170,345,24,18,17,0,0,890,6,0
4505,190,585,45,35,20,0,0,910,6,0
4506,101,345,39,25,5,0,0,45,12,0
4507,141,549,53,36,5,0,0,160,15,0
4508,256,616.8,74,54,11.3,0,0,326.1,15,0
4509,146,385.5,46.3,31,11,0,0,317.4,7,0
4510,136,471,33,23,6,0,0,105,22,0
4511,170,384,39,9,12,0,0,750,4.7,0
4512,189,330,42,1,17,0,0,960,3.7,0
4513,170,345,24,18,17,0,0,890,6,0
4514,72,365,32,7,5,0,0,210,27,0
4515,150,289,26,19,5,0,0,35,13,0
4516,150,728,97,32,14,0,0,630,18,0
4517,137,389,41,0,18,0,0,770,15,0
4518,104,325,43,0,11,0,0,700,11,0
4519,97,454,41,16,5,0,0,195,11,0
4520,105,132,28,0,5,0,0,65,11,0
4521,105,255,24,0,5,0,0,55,15,0
4522,135,257,25,0,5,0,0,60,15,0
4523,135,215,20,0,5,0,0,220,13,0
4524,382,906,142,0,11,0,0,530,33,0
4525,232,676,126,0,9,0,0,550,15,0
4526,248,540,58,3,21,0,0,1295,8,0
4527,110,320,64,14,11,0,0,460,1.9,0
4528,110,309,61,12,12,0,0,460,1.5,0
4529,60,240,37,4,4,0,0,190,2.1,0
4530,106,306,25,24,7,0,0,270,15,0
4531,420,125,0,0,7,4.1,0,105,0,0
4532,420,15,0,0,1,0,0,0,0,0
4533,30,5,0,0,0,0,0,0,0,0
4534,360,15,0,0,1,0,0,0,0,0
4535,360,170,0,0,9,4.4,0,110,0,0
4536,360,180,0,0,10,5,0,115,0,0
4537,360,270,0,0,9,6,0,90,0,0
4538,360,325,0,0,8,5,0,115,0,0
4539,360,320,0,0,10,10,0,105,0,0
4540,80,75,0,0,2,1.1,0,30,0,0
4541,360,345,0,0,10,11,0,120,0,0
4542,420,555,0,0,7,17,0,210,0,0
4543,420,335,0,0,5,2,0,180,0,0
4544,420,470,0,0,6,11,0,60,0,0
4545,420,345,0,0,6,2,0,65,0,0
4546,420,340,0,0,6,7,0,50,0,0
4547,420,375,0,0,9,9,0,100,0,0
4548,420,360,0,0,8,11,0,130,0,0
4549,420,245,0,0,2,0,0,0,0,0
4550,420,105,0,0,1,0,0,25,0,0
4551,420,120,0,0,1,0,0,40,0,0
4552,420,135,0,0,1,0,0,70,0,0
4553,600,150,0,0,0,0,0,10,0,0
4554,420,248,0,0,2,0,0,39,0,0
4555,420,280,0,0,4,1.6,0,35,0,0
4556,420,185,0,0,2,0,0,59,0,0
4557,480,110,0,0,1,0,0,7,0,0
4558,480,120,0,0,1,0,0,30,0,0
4559,360,440,0,0,9,11,0,75,0,0
4560,360,345,0,0,9,7,0,65,0,0
4561,360,295,0,0,10,7,0,85,0,0
4562,360,400,0,0,12,7,0,95,0,0
4563,420,135,0,0,0,0,0,0,0,0
4564,420,155,0,0,0,0,0,0,0,0
4565,420,125,0,0,0,0,0,0,0,0
4566,360,175,0,0,0,0,0,55,0,0
4567,360,0,0,0,0,0,0,0,0,0
4568,360,170,0,0,0,0,0,0,0,0
4569,360,145,0,0,0,0,0,10,0,0
4570,360,130,0,0,0,0,0,95,0,0
4571,360,0,0,0,0,0,0,0,0,0
4572,360,0,0,0,0,0,0,0,0,0
4573,360,0,0,0,0,0,0,0,0,0
4574,746,1150,0,0,40,15,0,400,0,0
4575,237,860,0,0,17,19,0,690,0,0
4576,280,915,0,0,17,30,0,1070,0,0
4577,244,875,0,0,26,17,0,940,0,0
4578,260,840,0,0,32,20,0,1400,0,0
4579,354,141,0,9,7,0,0,100,5,0
4580,354,109,0,7,5,0,0,75,4,0
4581,354,496,0,49,11,0,0,191,15,0
4582,354,408,0,43,7,0,0,124,11,0
4583,354,303,0,31,12,0,0,199,11,0
4584,354,237,0,24,7,0,0,121,9,0
4585,354,283,0,14,5,0,0,123,13,0
4586,354,257,0,18,5,0,0,84,12,0
4587,354,258,0,17,5,0,0,83,12,0
4588,354,222,0,10,5,0,0,82,12,0
4589,354,125,0,8,5,0,0,85,4,0
4590,354,15,0,0,0,0,0,0,0,0
4591,150,183,0,12,4,0,0,36,6,0
4592,354,508,0,35,11,0,0,100,20,0
4593,354,321,0,29,10,0,0,220,12,0
4594,354,245,0,24,6,0,0,161,9,0
4595,354,246,0,24,8,0,0,136,7,0
4596,354,174,0,20,5,0,0,81,4,0
4597,354,332,0,29,9,0,0,142,14,0
4598,354,287,0,30,6,0,0,92,11,0
4599,354,160,0,10,7,0,0,115,6,0
4600,354,180,0,12,8,0,0,130,7,0
4601,354,103,0,6,5,0,0,72,4,0
4602,354,11,0,0,1,0,0,0,0,0
4603,354,11,0,0,1,0,0,0,0,0
4604,25,12,0,0,1,0,0,5,0,0
4605,25,61,0,1,1,0,0,9,5,0
4606,25,5,0,0,0,0,0,0,0,0
4607,354,140,0,33,0,0,0,13,0,0
4608,354,140,0,33,0,0,0,13,0,0
4609,354,208,0,49,0,0,0,20,0,0
4610,354,208,0,49,0,0,0,20,0,0
4611,354,264,0,47,5,0,0,80,4,0
4612,354,188,0,34,0,0,0,14,0,0
4613,354,188,0,34,0,0,0,14,0,0
4614,354,102,0,25,0,0,0,3,0,0
4615,354,102,0,25,0,0,0,3,0,0
